X,Y,Risk
-33.42,-24.37,0.000000
-32.91,-24.37,0.000000
-32.41,-24.37,0.000000
-31.91,-24.37,0.000000
-31.41,-24.37,0.000000
-30.90,-24.37,0.000000
-30.40,-24.37,0.000000
-29.90,-24.37,0.000000
-29.40,-24.37,0.000000
-28.89,-24.37,0.000000
-28.39,-24.37,0.000000
-27.89,-24.37,0.000000
-27.39,-24.37,0.000000
-26.88,-24.37,0.000000
-26.38,-24.37,0.000000
-25.88,-24.37,0.000000
-25.38,-24.37,0.000000
-24.87,-24.37,0.000000
-24.37,-24.37,0.000000
-23.87,-24.37,0.000000
-23.37,-24.37,0.000000
-22.86,-24.37,0.000000
-22.36,-24.37,0.000000
-21.86,-24.37,0.000000
-21.36,-24.37,0.000000
-20.85,-24.37,0.000000
-20.35,-24.37,0.000000
-19.85,-24.37,0.000000
-19.35,-24.37,0.000000
-18.84,-24.37,0.000000
-18.34,-24.37,0.000000
-17.84,-24.37,0.000000
-17.34,-24.37,0.000000
-16.83,-24.37,0.000000
-16.33,-24.37,0.000000
-15.83,-24.37,0.000000
-15.33,-24.37,0.000000
-14.82,-24.37,0.000000
-14.32,-24.37,0.000000
-13.82,-24.37,0.000000
-13.32,-24.37,0.000000
-12.81,-24.37,0.000000
-12.31,-24.37,0.000000
-11.81,-24.37,0.000000
-11.31,-24.37,0.000000
-10.80,-24.37,0.000000
-10.30,-24.37,0.000000
-9.80,-24.37,0.000000
-9.30,-24.37,0.000000
-8.79,-24.37,0.000000
-8.29,-24.37,0.000000
-7.79,-24.37,0.000000
-7.29,-24.37,0.000000
-6.78,-24.37,0.000000
-6.28,-24.37,0.000000
-5.78,-24.37,0.000000
-5.28,-24.37,0.000000
-4.77,-24.37,0.000000
-4.27,-24.37,0.000000
-3.77,-24.37,0.000000
-3.27,-24.37,0.000000
-2.76,-24.37,0.000000
-2.26,-24.37,0.000000
-1.76,-24.37,0.000000
-1.26,-24.37,0.000000
-0.75,-24.37,0.000000
-0.25,-24.37,0.000000
0.25,-24.37,0.002724
0.75,-24.37,0.008168
1.26,-24.37,0.013603
1.76,-24.37,0.019019
2.26,-24.37,0.024412
2.76,-24.37,0.029774
3.27,-24.37,0.035100
3.77,-24.37,0.040382
4.27,-24.37,0.045615
4.77,-24.37,0.050793
5.28,-24.37,0.055911
5.78,-24.37,0.060964
6.28,-24.37,0.065948
6.78,-24.37,0.070857
7.29,-24.37,0.075689
7.79,-24.37,0.080440
8.29,-24.37,0.085106
8.79,-24.37,0.089684
9.30,-24.37,0.094174
9.80,-24.37,0.098572
10.30,-24.37,0.102876
10.80,-24.37,0.107087
11.31,-24.37,0.111201
11.81,-24.37,0.115220
12.31,-24.37,0.119143
12.81,-24.37,0.122969
13.32,-24.37,0.126699
13.82,-24.37,0.130333
14.32,-24.37,0.133872
14.82,-24.37,0.137316
15.33,-24.37,0.140668
15.83,-24.37,0.143927
16.33,-24.37,0.147095
16.83,-24.37,0.150174
17.34,-24.37,0.153166
17.84,-24.37,0.156071
18.34,-24.37,0.158892
18.84,-24.37,0.161630
19.35,-24.37,0.164287
19.85,-24.37,0.166866
20.35,-24.37,0.169367
20.85,-24.37,0.171794
21.36,-24.37,0.174148
21.86,-24.37,0.176430
22.36,-24.37,0.178644
22.86,-24.37,0.180790
23.37,-24.37,0.182871
23.87,-24.37,0.184889
24.37,-24.37,0.186845
24.87,-24.37,0.188742
25.38,-24.37,0.190581
25.88,-24.37,0.192364
26.38,-24.37,0.194093
26.88,-24.37,0.195769
27.39,-24.37,0.197395
27.89,-24.37,0.198971
28.39,-24.37,0.200500
28.89,-24.37,0.201983
29.40,-24.37,0.203421
29.90,-24.37,0.204816
30.40,-24.37,0.206170
30.90,-24.37,0.207483
31.41,-24.37,0.208757
31.91,-24.37,0.209994
32.41,-24.37,0.211195
32.91,-24.37,0.212360
33.42,-24.37,0.213491
33.92,-24.37,0.214590
34.42,-24.37,0.215657
34.92,-24.37,0.216693
35.43,-24.37,0.217699
35.93,-24.37,0.218677
36.43,-24.37,0.219627
36.93,-24.37,0.220550
37.44,-24.37,0.221448
37.94,-24.37,0.222320
38.44,-24.37,0.223168
38.94,-24.37,0.223993
39.45,-24.37,0.224795
39.95,-24.37,0.225576
40.45,-24.37,0.226335
40.95,-24.37,0.227073
41.46,-24.37,0.227792
41.96,-24.37,0.228492
42.46,-24.37,0.229173
42.96,-24.37,0.229836
43.47,-24.37,0.230482
43.97,-24.37,0.231111
44.47,-24.37,0.231724
44.97,-24.37,0.232321
45.48,-24.37,0.232902
45.98,-24.37,0.233469
46.48,-24.37,0.234022
46.98,-24.37,0.234560
47.49,-24.37,0.235086
47.99,-24.37,0.235598
48.49,-24.37,0.236097
48.99,-24.37,0.236585
49.50,-24.37,0.237060
50.00,-24.37,0.237524
-50.00,-23.87,0.000000
-49.50,-23.87,0.000000
-48.99,-23.87,0.000000
-48.49,-23.87,0.000000
-47.99,-23.87,0.000000
-47.49,-23.87,0.000000
-46.98,-23.87,0.000000
-46.48,-23.87,0.000000
-45.98,-23.87,0.000000
-45.48,-23.87,0.000000
-44.97,-23.87,0.000000
-44.47,-23.87,0.000000
-43.97,-23.87,0.000000
-43.47,-23.87,0.000000
-42.96,-23.87,0.000000
-42.46,-23.87,0.000000
-41.96,-23.87,0.000000
-41.46,-23.87,0.000000
-40.95,-23.87,0.000000
-40.45,-23.87,0.000000
-39.95,-23.87,0.000000
-39.45,-23.87,0.000000
-38.94,-23.87,0.000000
-38.44,-23.87,0.000000
-37.94,-23.87,0.000000
-37.44,-23.87,0.000000
-36.93,-23.87,0.000000
-36.43,-23.87,0.000000
-35.93,-23.87,0.000000
-35.43,-23.87,0.000000
-34.92,-23.87,0.000000
-34.42,-23.87,0.000000
-33.92,-23.87,0.000000
-33.42,-23.87,0.000000
-32.91,-23.87,0.000000
-32.41,-23.87,0.000000
-31.91,-23.87,0.000000
-31.41,-23.87,0.000000
-30.90,-23.87,0.000000
-30.40,-23.87,0.000000
-29.90,-23.87,0.000000
-29.40,-23.87,0.000000
-28.89,-23.87,0.000000
-28.39,-23.87,0.000000
-27.89,-23.87,0.000000
-27.39,-23.87,0.000000
-26.88,-23.87,0.000000
-26.38,-23.87,0.000000
-25.88,-23.87,0.000000
-25.38,-23.87,0.000000
-24.87,-23.87,0.000000
-24.37,-23.87,0.000000
-23.87,-23.87,0.000000
-23.37,-23.87,0.000000
-22.86,-23.87,0.000000
-22.36,-23.87,0.000000
-21.86,-23.87,0.000000
-21.36,-23.87,0.000000
-20.85,-23.87,0.000000
-20.35,-23.87,0.000000
-19.85,-23.87,0.000000
-19.35,-23.87,0.000000
-18.84,-23.87,0.000000
-18.34,-23.87,0.000000
-17.84,-23.87,0.000000
-17.34,-23.87,0.000000
-16.83,-23.87,0.000000
-16.33,-23.87,0.000000
-15.83,-23.87,0.000000
-15.33,-23.87,0.000000
-14.82,-23.87,0.000000
-14.32,-23.87,0.000000
-13.82,-23.87,0.000000
-13.32,-23.87,0.000000
-12.81,-23.87,0.000000
-12.31,-23.87,0.000000
-11.81,-23.87,0.000000
-11.31,-23.87,0.000000
-10.80,-23.87,0.000000
-10.30,-23.87,0.000000
-9.80,-23.87,0.000000
-9.30,-23.87,0.000000
-8.79,-23.87,0.000000
-8.29,-23.87,0.000000
-7.79,-23.87,0.000000
-7.29,-23.87,0.000000
-6.78,-23.87,0.000000
-6.28,-23.87,0.000000
-5.78,-23.87,0.000000
-5.28,-23.87,0.000000
-4.77,-23.87,0.000000
-4.27,-23.87,0.000000
-3.77,-23.87,0.000000
-3.27,-23.87,0.000000
-2.76,-23.87,0.000000
-2.26,-23.87,0.000000
-1.76,-23.87,0.000000
-1.26,-23.87,0.000000
-0.75,-23.87,0.000000
-0.25,-23.87,0.000000
0.25,-23.87,0.002781
0.75,-23.87,0.008340
1.26,-23.87,0.013888
1.76,-23.87,0.019418
2.26,-23.87,0.024922
2.76,-23.87,0.030393
3.27,-23.87,0.035825
3.77,-23.87,0.041211
4.27,-23.87,0.046546
4.77,-23.87,0.051822
5.28,-23.87,0.057034
5.78,-23.87,0.062177
6.28,-23.87,0.067247
6.78,-23.87,0.072239
7.29,-23.87,0.077148
7.79,-23.87,0.081972
8.29,-23.87,0.086706
8.79,-23.87,0.091349
9.30,-23.87,0.095898
9.80,-23.87,0.100350
10.30,-23.87,0.104705
10.80,-23.87,0.108961
11.31,-23.87,0.113117
11.81,-23.87,0.117173
12.31,-23.87,0.121128
12.81,-23.87,0.124983
13.32,-23.87,0.128738
13.82,-23.87,0.132393
14.32,-23.87,0.135950
14.82,-23.87,0.139409
15.33,-23.87,0.142771
15.83,-23.87,0.146038
16.33,-23.87,0.149212
16.83,-23.87,0.152293
17.34,-23.87,0.155284
17.84,-23.87,0.158187
18.34,-23.87,0.161003
18.84,-23.87,0.163734
19.35,-23.87,0.166383
19.85,-23.87,0.168951
20.35,-23.87,0.171441
20.85,-23.87,0.173854
21.36,-23.87,0.176193
21.86,-23.87,0.178460
22.36,-23.87,0.180656
22.86,-23.87,0.182785
23.37,-23.87,0.184847
23.87,-23.87,0.186845
24.37,-23.87,0.188781
24.87,-23.87,0.190657
25.38,-23.87,0.192475
25.88,-23.87,0.194236
26.38,-23.87,0.195943
26.88,-23.87,0.197597
27.39,-23.87,0.199199
27.89,-23.87,0.200753
28.39,-23.87,0.202259
28.89,-23.87,0.203718
29.40,-23.87,0.205133
29.90,-23.87,0.206505
30.40,-23.87,0.207836
30.90,-23.87,0.209126
31.41,-23.87,0.210377
31.91,-23.87,0.211591
32.41,-23.87,0.212769
32.91,-23.87,0.213911
33.42,-23.87,0.215020
33.92,-23.87,0.216096
34.42,-23.87,0.217141
34.92,-23.87,0.218155
35.43,-23.87,0.219140
35.93,-23.87,0.220097
36.43,-23.87,0.221026
36.93,-23.87,0.221928
37.44,-23.87,0.222805
37.94,-23.87,0.223657
38.44,-23.87,0.224486
38.94,-23.87,0.225291
39.45,-23.87,0.226073
39.95,-23.87,0.226835
40.45,-23.87,0.227575
40.95,-23.87,0.228295
41.46,-23.87,0.228996
41.96,-23.87,0.229677
42.46,-23.87,0.230341
42.96,-23.87,0.230987
43.47,-23.87,0.231615
43.97,-23.87,0.232227
44.47,-23.87,0.232824
44.97,-23.87,0.233404
45.48,-23.87,0.233970
45.98,-23.87,0.234521
46.48,-23.87,0.235058
46.98,-23.87,0.235582
47.49,-23.87,0.236092
47.99,-23.87,0.236590
48.49,-23.87,0.237075
48.99,-23.87,0.237548
49.50,-23.87,0.238010
50.00,-23.87,0.238460
-50.00,-23.37,0.000000
-49.50,-23.37,0.000000
-48.99,-23.37,0.000000
-48.49,-23.37,0.000000
-47.99,-23.37,0.000000
-47.49,-23.37,0.000000
-46.98,-23.37,0.000000
-46.48,-23.37,0.000000
-45.98,-23.37,0.000000
-45.48,-23.37,0.000000
-44.97,-23.37,0.000000
-44.47,-23.37,0.000000
-43.97,-23.37,0.000000
-43.47,-23.37,0.000000
-42.96,-23.37,0.000000
-42.46,-23.37,0.000000
-41.96,-23.37,0.000000
-41.46,-23.37,0.000000
-40.95,-23.37,0.000000
-40.45,-23.37,0.000000
-39.95,-23.37,0.000000
-39.45,-23.37,0.000000
-38.94,-23.37,0.000000
-38.44,-23.37,0.000000
-37.94,-23.37,0.000000
-37.44,-23.37,0.000000
-36.93,-23.37,0.000000
-36.43,-23.37,0.000000
-35.93,-23.37,0.000000
-35.43,-23.37,0.000000
-34.92,-23.37,0.000000
-34.42,-23.37,0.000000
-33.92,-23.37,0.000000
-33.42,-23.37,0.000000
-32.91,-23.37,0.000000
-32.41,-23.37,0.000000
-31.91,-23.37,0.000000
-31.41,-23.37,0.000000
-30.90,-23.37,0.000000
-30.40,-23.37,0.000000
-29.90,-23.37,0.000000
-29.40,-23.37,0.000000
-28.89,-23.37,0.000000
-28.39,-23.37,0.000000
-27.89,-23.37,0.000000
-27.39,-23.37,0.000000
-26.88,-23.37,0.000000
-26.38,-23.37,0.000000
-25.88,-23.37,0.000000
-25.38,-23.37,0.000000
-24.87,-23.37,0.000000
-24.37,-23.37,0.000000
-23.87,-23.37,0.000000
-23.37,-23.37,0.000000
-22.86,-23.37,0.000000
-22.36,-23.37,0.000000
-21.86,-23.37,0.000000
-21.36,-23.37,0.000000
-20.85,-23.37,0.000000
-20.35,-23.37,0.000000
-19.85,-23.37,0.000000
-19.35,-23.37,0.000000
-18.84,-23.37,0.000000
-18.34,-23.37,0.000000
-17.84,-23.37,0.000000
-17.34,-23.37,0.000000
-16.83,-23.37,0.000000
-16.33,-23.37,0.000000
-15.83,-23.37,0.000000
-15.33,-23.37,0.000000
-14.82,-23.37,0.000000
-14.32,-23.37,0.000000
-13.82,-23.37,0.000000
-13.32,-23.37,0.000000
-12.81,-23.37,0.000000
-12.31,-23.37,0.000000
-11.81,-23.37,0.000000
-11.31,-23.37,0.000000
-10.80,-23.37,0.000000
-10.30,-23.37,0.000000
-9.80,-23.37,0.000000
-9.30,-23.37,0.000000
-8.79,-23.37,0.000000
-8.29,-23.37,0.000000
-7.79,-23.37,0.000000
-7.29,-23.37,0.000000
-6.78,-23.37,0.000000
-6.28,-23.37,0.000000
-5.78,-23.37,0.000000
-5.28,-23.37,0.000000
-4.77,-23.37,0.000000
-4.27,-23.37,0.000000
-3.77,-23.37,0.000000
-3.27,-23.37,0.000000
-2.76,-23.37,0.000000
-2.26,-23.37,0.000000
-1.76,-23.37,0.000000
-1.26,-23.37,0.000000
-0.75,-23.37,0.000000
-0.25,-23.37,0.000000
0.25,-23.37,0.002841
0.75,-23.37,0.008519
1.26,-23.37,0.014186
1.76,-23.37,0.019833
2.26,-23.37,0.025453
2.76,-23.37,0.031038
3.27,-23.37,0.036581
3.77,-23.37,0.042075
4.27,-23.37,0.047514
4.77,-23.37,0.052892
5.28,-23.37,0.058202
5.78,-23.37,0.063438
6.28,-23.37,0.068597
6.78,-23.37,0.073673
7.29,-23.37,0.078661
7.79,-23.37,0.083560
8.29,-23.37,0.088364
8.79,-23.37,0.093072
9.30,-23.37,0.097681
9.80,-23.37,0.102188
10.30,-23.37,0.106594
10.80,-23.37,0.110895
11.31,-23.37,0.115092
11.81,-23.37,0.119185
12.31,-23.37,0.123172
12.81,-23.37,0.127055
13.32,-23.37,0.130833
13.82,-23.37,0.134509
14.32,-23.37,0.138081
14.82,-23.37,0.141553
15.33,-23.37,0.144925
15.83,-23.37,0.148198
16.33,-23.37,0.151375
16.83,-23.37,0.154457
17.34,-23.37,0.157446
17.84,-23.37,0.160344
18.34,-23.37,0.163154
18.84,-23.37,0.165877
19.35,-23.37,0.168515
19.85,-23.37,0.171071
20.35,-23.37,0.173547
20.85,-23.37,0.175945
21.36,-23.37,0.178268
21.86,-23.37,0.180517
22.36,-23.37,0.182695
22.86,-23.37,0.184803
23.37,-23.37,0.186845
23.87,-23.37,0.188822
24.37,-23.37,0.190737
24.87,-23.37,0.192590
25.38,-23.37,0.194385
25.88,-23.37,0.196123
26.38,-23.37,0.197806
26.88,-23.37,0.199436
27.39,-23.37,0.201015
27.89,-23.37,0.202545
28.39,-23.37,0.204026
28.89,-23.37,0.205462
29.40,-23.37,0.206853
29.90,-23.37,0.208200
30.40,-23.37,0.209507
30.90,-23.37,0.210773
31.41,-23.37,0.212000
31.91,-23.37,0.213190
32.41,-23.37,0.214345
32.91,-23.37,0.215464
33.42,-23.37,0.216550
33.92,-23.37,0.217603
34.42,-23.37,0.218625
34.92,-23.37,0.219617
35.43,-23.37,0.220580
35.93,-23.37,0.221514
36.43,-23.37,0.222422
36.93,-23.37,0.223303
37.44,-23.37,0.224159
37.94,-23.37,0.224990
38.44,-23.37,0.225798
38.94,-23.37,0.226583
39.45,-23.37,0.227346
39.95,-23.37,0.228088
40.45,-23.37,0.228809
40.95,-23.37,0.229510
41.46,-23.37,0.230192
41.96,-23.37,0.230856
42.46,-23.37,0.231502
42.96,-23.37,0.232130
43.47,-23.37,0.232741
43.97,-23.37,0.233336
44.47,-23.37,0.233916
44.97,-23.37,0.234480
45.48,-23.37,0.235030
45.98,-23.37,0.235565
46.48,-23.37,0.236087
46.98,-23.37,0.236595
47.49,-23.37,0.237091
47.99,-23.37,0.237573
48.49,-23.37,0.238044
48.99,-23.37,0.238503
49.50,-23.37,0.238951
50.00,-23.37,0.239388
-50.00,-22.86,0.000000
-49.50,-22.86,0.000000
-48.99,-22.86,0.000000
-48.49,-22.86,0.000000
-47.99,-22.86,0.000000
-47.49,-22.86,0.000000
-46.98,-22.86,0.000000
-46.48,-22.86,0.000000
-45.98,-22.86,0.000000
-45.48,-22.86,0.000000
-44.97,-22.86,0.000000
-44.47,-22.86,0.000000
-43.97,-22.86,0.000000
-43.47,-22.86,0.000000
-42.96,-22.86,0.000000
-42.46,-22.86,0.000000
-41.96,-22.86,0.000000
-41.46,-22.86,0.000000
-40.95,-22.86,0.000000
-40.45,-22.86,0.000000
-39.95,-22.86,0.000000
-39.45,-22.86,0.000000
-38.94,-22.86,0.000000
-38.44,-22.86,0.000000
-37.94,-22.86,0.000000
-37.44,-22.86,0.000000
-36.93,-22.86,0.000000
-36.43,-22.86,0.000000
-35.93,-22.86,0.000000
-35.43,-22.86,0.000000
-34.92,-22.86,0.000000
-34.42,-22.86,0.000000
-33.92,-22.86,0.000000
-33.42,-22.86,0.000000
-32.91,-22.86,0.000000
-32.41,-22.86,0.000000
-31.91,-22.86,0.000000
-31.41,-22.86,0.000000
-30.90,-22.86,0.000000
-30.40,-22.86,0.000000
-29.90,-22.86,0.000000
-29.40,-22.86,0.000000
-28.89,-22.86,0.000000
-28.39,-22.86,0.000000
-27.89,-22.86,0.000000
-27.39,-22.86,0.000000
-26.88,-22.86,0.000000
-26.38,-22.86,0.000000
-25.88,-22.86,0.000000
-25.38,-22.86,0.000000
-24.87,-22.86,0.000000
-24.37,-22.86,0.000000
-23.87,-22.86,0.000000
-23.37,-22.86,0.000000
-22.86,-22.86,0.000000
-22.36,-22.86,0.000000
-21.86,-22.86,0.000000
-21.36,-22.86,0.000000
-20.85,-22.86,0.000000
-20.35,-22.86,0.000000
-19.85,-22.86,0.000000
-19.35,-22.86,0.000000
-18.84,-22.86,0.000000
-18.34,-22.86,0.000000
-17.84,-22.86,0.000000
-17.34,-22.86,0.000000
-16.83,-22.86,0.000000
-16.33,-22.86,0.000000
-15.83,-22.86,0.000000
-15.33,-22.86,0.000000
-14.82,-22.86,0.000000
-14.32,-22.86,0.000000
-13.82,-22.86,0.000000
-13.32,-22.86,0.000000
-12.81,-22.86,0.000000
-12.31,-22.86,0.000000
-11.81,-22.86,0.000000
-11.31,-22.86,0.000000
-10.80,-22.86,0.000000
-10.30,-22.86,0.000000
-9.80,-22.86,0.000000
-9.30,-22.86,0.000000
-8.79,-22.86,0.000000
-8.29,-22.86,0.000000
-7.79,-22.86,0.000000
-7.29,-22.86,0.000000
-6.78,-22.86,0.000000
-6.28,-22.86,0.000000
-5.78,-22.86,0.000000
-5.28,-22.86,0.000000
-4.77,-22.86,0.000000
-4.27,-22.86,0.000000
-3.77,-22.86,0.000000
-3.27,-22.86,0.000000
-2.76,-22.86,0.000000
-2.26,-22.86,0.000000
-1.76,-22.86,0.000000
-1.26,-22.86,0.000000
-0.75,-22.86,0.000000
-0.25,-22.86,0.000000
0.25,-22.86,0.002904
0.75,-22.86,0.008706
1.26,-22.86,0.014497
1.76,-22.86,0.020266
2.26,-22.86,0.026007
2.76,-22.86,0.031710
3.27,-22.86,0.037369
3.77,-22.86,0.042976
4.27,-22.86,0.048524
4.77,-22.86,0.054006
5.28,-22.86,0.059417
5.78,-22.86,0.064750
6.28,-22.86,0.070000
6.78,-22.86,0.075162
7.29,-22.86,0.080232
7.79,-22.86,0.085207
8.29,-22.86,0.090083
8.79,-22.86,0.094856
9.30,-22.86,0.099526
9.80,-22.86,0.104089
10.30,-22.86,0.108544
10.80,-22.86,0.112891
11.31,-22.86,0.117129
11.81,-22.86,0.121257
12.31,-22.86,0.125276
12.81,-22.86,0.129185
13.32,-22.86,0.132986
13.82,-22.86,0.136680
14.32,-22.86,0.140268
14.82,-22.86,0.143750
15.33,-22.86,0.147130
15.83,-22.86,0.150408
16.33,-22.86,0.153586
16.83,-22.86,0.156667
17.34,-22.86,0.159652
17.84,-22.86,0.162544
18.34,-22.86,0.165345
18.84,-22.86,0.168057
19.35,-22.86,0.170683
19.85,-22.86,0.173225
20.35,-22.86,0.175686
20.85,-22.86,0.178067
21.36,-22.86,0.180371
21.86,-22.86,0.182600
22.36,-22.86,0.184758
22.86,-22.86,0.186845
23.37,-22.86,0.188865
23.87,-22.86,0.190819
24.37,-22.86,0.192710
24.87,-22.86,0.194540
25.38,-22.86,0.196311
25.88,-22.86,0.198024
26.38,-22.86,0.199683
26.88,-22.86,0.201288
27.39,-22.86,0.202841
27.89,-22.86,0.204346
28.39,-22.86,0.205802
28.89,-22.86,0.207212
29.40,-22.86,0.208578
29.90,-22.86,0.209900
30.40,-22.86,0.211182
30.90,-22.86,0.212423
31.41,-22.86,0.213626
31.91,-22.86,0.214791
32.41,-22.86,0.215921
32.91,-22.86,0.217017
33.42,-22.86,0.218078
33.92,-22.86,0.219108
34.42,-22.86,0.220107
34.92,-22.86,0.221076
35.43,-22.86,0.222016
35.93,-22.86,0.222928
36.43,-22.86,0.223814
36.93,-22.86,0.224673
37.44,-22.86,0.225508
37.94,-22.86,0.226318
38.44,-22.86,0.227105
38.94,-22.86,0.227870
39.45,-22.86,0.228613
39.95,-22.86,0.229335
40.45,-22.86,0.230037
40.95,-22.86,0.230719
41.46,-22.86,0.231382
41.96,-22.86,0.232027
42.46,-22.86,0.232655
42.96,-22.86,0.233265
43.47,-22.86,0.233859
43.97,-22.86,0.234437
44.47,-22.86,0.235000
44.97,-22.86,0.235548
45.48,-22.86,0.236081
45.98,-22.86,0.236601
46.48,-22.86,0.237107
46.98,-22.86,0.237600
47.49,-22.86,0.238080
47.99,-22.86,0.238548
48.49,-22.86,0.239004
48.99,-22.86,0.239449
49.50,-22.86,0.239883
50.00,-22.86,0.240306
-50.00,-22.36,0.000000
-49.50,-22.36,0.000000
-48.99,-22.36,0.000000
-48.49,-22.36,0.000000
-47.99,-22.36,0.000000
-47.49,-22.36,0.000000
-46.98,-22.36,0.000000
-46.48,-22.36,0.000000
-45.98,-22.36,0.000000
-45.48,-22.36,0.000000
-44.97,-22.36,0.000000
-44.47,-22.36,0.000000
-43.97,-22.36,0.000000
-43.47,-22.36,0.000000
-42.96,-22.36,0.000000
-42.46,-22.36,0.000000
-41.96,-22.36,0.000000
-41.46,-22.36,0.000000
-40.95,-22.36,0.000000
-40.45,-22.36,0.000000
-39.95,-22.36,0.000000
-39.45,-22.36,0.000000
-38.94,-22.36,0.000000
-38.44,-22.36,0.000000
-37.94,-22.36,0.000000
-37.44,-22.36,0.000000
-36.93,-22.36,0.000000
-36.43,-22.36,0.000000
-35.93,-22.36,0.000000
-35.43,-22.36,0.000000
-34.92,-22.36,0.000000
-34.42,-22.36,0.000000
-33.92,-22.36,0.000000
-33.42,-22.36,0.000000
-32.91,-22.36,0.000000
-32.41,-22.36,0.000000
-31.91,-22.36,0.000000
-31.41,-22.36,0.000000
-30.90,-22.36,0.000000
-30.40,-22.36,0.000000
-29.90,-22.36,0.000000
-29.40,-22.36,0.000000
-28.89,-22.36,0.000000
-28.39,-22.36,0.000000
-27.89,-22.36,0.000000
-27.39,-22.36,0.000000
-26.88,-22.36,0.000000
-26.38,-22.36,0.000000
-25.88,-22.36,0.000000
-25.38,-22.36,0.000000
-24.87,-22.36,0.000000
-24.37,-22.36,0.000000
-23.87,-22.36,0.000000
-23.37,-22.36,0.000000
-22.86,-22.36,0.000000
-22.36,-22.36,0.000000
-21.86,-22.36,0.000000
-21.36,-22.36,0.000000
-20.85,-22.36,0.000000
-20.35,-22.36,0.000000
-19.85,-22.36,0.000000
-19.35,-22.36,0.000000
-18.84,-22.36,0.000000
-18.34,-22.36,0.000000
-17.84,-22.36,0.000000
-17.34,-22.36,0.000000
-16.83,-22.36,0.000000
-16.33,-22.36,0.000000
-15.83,-22.36,0.000000
-15.33,-22.36,0.000000
-14.82,-22.36,0.000000
-14.32,-22.36,0.000000
-13.82,-22.36,0.000000
-13.32,-22.36,0.000000
-12.81,-22.36,0.000000
-12.31,-22.36,0.000000
-11.81,-22.36,0.000000
-11.31,-22.36,0.000000
-10.80,-22.36,0.000000
-10.30,-22.36,0.000000
-9.80,-22.36,0.000000
-9.30,-22.36,0.000000
-8.79,-22.36,0.000000
-8.29,-22.36,0.000000
-7.79,-22.36,0.000000
-7.29,-22.36,0.000000
-6.78,-22.36,0.000000
-6.28,-22.36,0.000000
-5.78,-22.36,0.000000
-5.28,-22.36,0.000000
-4.77,-22.36,0.000000
-4.27,-22.36,0.000000
-3.77,-22.36,0.000000
-3.27,-22.36,0.000000
-2.76,-22.36,0.000000
-2.26,-22.36,0.000000
-1.76,-22.36,0.000000
-1.26,-22.36,0.000000
-0.75,-22.36,0.000000
-0.25,-22.36,0.000000
0.25,-22.36,0.002969
0.75,-22.36,0.008902
1.26,-22.36,0.014822
1.76,-22.36,0.020719
2.26,-22.36,0.026585
2.76,-22.36,0.032412
3.27,-22.36,0.038191
3.77,-22.36,0.043915
4.27,-22.36,0.049576
4.77,-22.36,0.055167
5.28,-22.36,0.060682
5.78,-22.36,0.066114
6.28,-22.36,0.071459
6.78,-22.36,0.076710
7.29,-22.36,0.081864
7.79,-22.36,0.086917
8.29,-22.36,0.091865
8.79,-22.36,0.096705
9.30,-22.36,0.101436
9.80,-22.36,0.106055
10.30,-22.36,0.110561
10.80,-22.36,0.114952
11.31,-22.36,0.119230
11.81,-22.36,0.123393
12.31,-22.36,0.127442
12.81,-22.36,0.131377
13.32,-22.36,0.135199
13.82,-22.36,0.138910
14.32,-22.36,0.142510
14.82,-22.36,0.146002
15.33,-22.36,0.149387
15.83,-22.36,0.152668
16.33,-22.36,0.155845
16.83,-22.36,0.158923
17.34,-22.36,0.161902
17.84,-22.36,0.164786
18.34,-22.36,0.167576
18.84,-22.36,0.170276
19.35,-22.36,0.172887
19.85,-22.36,0.175413
20.35,-22.36,0.177856
20.85,-22.36,0.180218
21.36,-22.36,0.182502
21.86,-22.36,0.184710
22.36,-22.36,0.186845
22.86,-22.36,0.188910
23.37,-22.36,0.190906
23.87,-22.36,0.192836
24.37,-22.36,0.194702
24.87,-22.36,0.196506
25.38,-22.36,0.198251
25.88,-22.36,0.199939
26.38,-22.36,0.201571
26.88,-22.36,0.203150
27.39,-22.36,0.204677
27.89,-22.36,0.206155
28.39,-22.36,0.207585
28.89,-22.36,0.208969
29.40,-22.36,0.210308
29.90,-22.36,0.211604
30.40,-22.36,0.212860
30.90,-22.36,0.214075
31.41,-22.36,0.215253
31.91,-22.36,0.216393
32.41,-22.36,0.217498
32.91,-22.36,0.218568
33.42,-22.36,0.219606
33.92,-22.36,0.220612
34.42,-22.36,0.221587
34.92,-22.36,0.222532
35.43,-22.36,0.223449
35.93,-22.36,0.224338
36.43,-22.36,0.225201
36.93,-22.36,0.226039
37.44,-22.36,0.226851
37.94,-22.36,0.227640
38.44,-22.36,0.228406
38.94,-22.36,0.229150
39.45,-22.36,0.229873
39.95,-22.36,0.230575
40.45,-22.36,0.231257
40.95,-22.36,0.231920
41.46,-22.36,0.232564
41.96,-22.36,0.233191
42.46,-22.36,0.233800
42.96,-22.36,0.234392
43.47,-22.36,0.234969
43.97,-22.36,0.235530
44.47,-22.36,0.236075
44.97,-22.36,0.236606
45.48,-22.36,0.237123
45.98,-22.36,0.237627
46.48,-22.36,0.238117
46.98,-22.36,0.238595
47.49,-22.36,0.239060
47.99,-22.36,0.239513
48.49,-22.36,0.239955
48.99,-22.36,0.240385
49.50,-22.36,0.240805
